Graphic Design,Content Writing,Programming,Freelancing,E-Commerce,QuickBooks,AutoCAD,Data Analytics,Digital Marketing,WordPress,completion_rate,improvement_trend,avg_mcq_score,recommended_domain
17.32619635740506,13.670245783832014,33.243088762790606,24.452347148881813,78.77148868444668,13.342511704256621,13.648593273639529,14.293172378050087,50.61240460969614,35.60797138277984,0.707,0.171,69.48,E-Commerce
16.050282711641756,22.86350549251552,48.53670260576098,38.14542364940751,55.34486842880024,23.469482965679397,54.259036889624525,34.904015523196186,47.61644434624752,86.14509957861648,0.789,-0.045,78.66,WordPress
36.897547196421975,24.49444517083665,24.399647371277844,65.07812858514825,29.244673068335636,18.150594174122975,37.4154994330315,38.36284509668275,46.98444227926986,28.48631832204481,0.937,-0.047,83.18,Freelancing
41.798143326922386,89.08967677333735,53.412997897657284,18.071807233763156,23.73953067707657,27.047354642615176,9.318628942721855,32.441929129033,62.97924099209774,24.112262232193174,0.486,0.367,72.14,Content Writing
83.55914885683077,27.417279819820877,23.265912811946425,13.146403476159175,33.37356609249818,29.11291626031352,18.10976275815205,30.683003025849104,23.91521464976492,27.404051060096425,0.437,-0.023,90.28,Graphic Design
94.94161804514516,44.654304896165456,8.144567745084453,40.39330066587982,32.39912007649503,14.641932057120863,33.12783171105592,30.20859153846507,22.369129772814993,18.550264427558602,0.589,-0.235,81.62,Graphic Design
18.82016424114412,31.052470081876972,72.9397101497748,0.6408719475143414,18.487165408995864,25.699966503589476,16.824533590062995,42.09078217001471,28.87478634114383,44.6051034118871,0.779,0.454,72.36,Programming
12.974698895015399,29.220461149201654,19.84863484298448,14.868102312840222,55.46923496880174,73.45605591559845,30.436027836331817,36.86806701612358,12.508007756939016,21.70059399589295,0.714,-0.272,89.37,QuickBooks
33.560382172111616,59.76843222835077,8.753447848690723,37.21308815453848,46.5109550149223,16.647851449353304,17.245840035208232,27.618020511803586,65.1341193389464,31.90590845502419,0.553,0.464,80.42,Digital Marketing
24.966778815051136,33.56442156343987,83.30306897043751,40.21295295168897,23.254826403342527,7.085418002613557,28.2658283875757,58.73455542736581,4.448653159407263,32.80788985751914,0.791,0.178,90.98,Programming
42.73046827188794,39.2482917709735,15.457299537421928,39.84491368124415,15.80395997594546,18.079389070473017,86.31219059485174,12.120919635524515,25.34025814143977,28.419877863529546,0.825,-0.091,64.58,AutoCAD
24.114434955843876,11.048074267122209,24.628086709650745,24.378321319355557,92.05236744500823,17.796782674007222,38.20196197691206,13.739357316351771,58.38082505516403,29.503857409217034,0.678,0.042,85.51,E-Commerce
36.73368767558795,42.695023407751485,52.93384772229645,23.289142031246634,37.7387912265547,24.753916067168852,40.53149013973919,45.141381509502736,43.50557249036296,81.17977582800825,0.889,0.166,70.53,WordPress
37.52504322027231,51.22336557324526,39.99241158719355,16.846836587294373,87.85577663618677,38.96774862218156,38.98984738356052,15.237011970787925,35.67524814698061,55.35860370446655,0.894,-0.02,77.45,E-Commerce
4.271932740026183,12.563575705357145,68.75937347137523,20.001461573540347,28.508256996039854,22.550596027540436,19.404140343358584,51.635314893958906,44.379750503049834,0.0,0.537,0.343,55.62,Programming
16.086326027825958,26.61572818311908,3.537034602976332,55.60161249936434,65.2598447355273,23.143665720792136,11.94644757839537,36.85010550272873,42.99607691643773,13.094010388608513,0.648,0.301,86.46,Freelancing
17.79994123219204,33.63520207067491,0.8378137046706176,52.830782441707186,50.03598202434663,68.9753548607745,2.319577189496144,16.546477379884795,6.762035386281449,0.0,0.631,0.306,62.19,QuickBooks
28.10899152812916,29.158110794522816,11.767589322294707,66.59438604061009,44.161049555509635,32.52400003843843,14.845219835628082,26.08747862840087,45.24872949323841,7.079392908777502,0.579,0.17,61.76,Freelancing
28.782028758055453,23.896918338149497,36.69254696484114,12.29086622624667,35.45160058488981,20.35118725799077,31.32165559487678,45.14339597905601,37.63800414978375,74.73338357651367,0.933,-0.094,76.41,WordPress
40.10624416598956,16.377570261198073,12.02626895752941,23.80448987202164,46.61666220108265,33.641871303394225,83.4334709812312,21.94201732931738,12.386128293950126,17.817895543216927,0.497,-0.122,92.79,AutoCAD
9.101802833921148,20.80787313886569,8.41154755723877,32.00696657620282,40.25630882575379,12.571463237903249,32.77909197201992,14.671429549749,36.36542932740082,68.4632737286919,0.415,0.226,62.74,WordPress
13.516638435986334,38.92997564426427,0.0,14.318364652021877,65.17681483584477,31.59865222992641,27.15943467132662,29.058560084696254,72.47733568875628,41.60163214076009,0.771,0.059,72.08,E-Commerce
50.1504502813838,45.338896406948805,26.133334712347096,51.27690092298571,73.60619218013784,20.453880073406264,36.13658557058182,10.913740133117994,63.58633041629591,28.814946610024478,0.58,-0.476,69.46,Digital Marketing
21.23674025981761,12.566059108900806,78.24702249281594,34.883409926450156,8.988972876913827,26.284772738025147,31.103083597614955,57.61762188953176,23.048237852769162,21.077107988197383,0.973,0.314,80.43,Programming
17.851702652820236,34.58620542491289,58.98998443861874,20.611805422644945,30.065409859597025,28.98466322594628,26.786704311862096,81.10033956531868,36.914488079372404,37.703273907142524,0.588,0.214,80.63,Data Analytics
9.729540312890638,46.90627191652917,55.661974127041006,24.38208320710229,42.88368312729295,19.216445821574652,15.339109547944698,48.167755301361744,86.47043740736704,26.938353862859415,0.528,0.047,79.14,Digital Marketing
24.314936599764344,53.117858921961535,92.26972997955855,46.665054876469014,31.69076596128153,48.923658769500435,33.71563879553568,66.29142922287384,9.17459306230046,29.96517052126976,0.564,0.061,95.73,Data Analytics
54.98228375931604,21.662162100587956,85.95484489421459,20.336899027708714,41.884169076194404,34.31590040534488,5.1341305747544315,39.421616561595926,34.35772322105663,13.948871709454137,0.483,0.064,87.48,Programming
18.843849333970507,38.07293262660205,85.21705520774191,0.0,31.792561184595318,45.33620387985906,30.418581091231506,63.982331840257004,12.29968016089646,45.34741323666977,0.788,-0.209,84.03,Programming
62.01719358892514,59.651009380789446,30.000062241803306,15.242261777158165,17.423420664811484,16.39841008939135,31.899022059801464,0.0,39.95895253612225,17.20283029978858,0.351,0.173,69.91,Graphic Design
42.93091350525547,94.34153256895307,28.32230479188664,17.83826875632661,16.641106755596685,20.004624558321296,10.931118456919027,21.283705962149558,27.626192753512527,50.33206088520567,0.596,0.132,93.38,Content Writing
8.118107123718517,56.09155604846468,29.794868165487195,26.52397397382302,50.611348525297174,11.140369488714947,26.400933516360453,45.70943886324689,58.15786077315502,33.67991160184479,1.0,-0.336,93.63,Digital Marketing
28.21419071381716,34.18110125398177,19.10731432982626,14.429487466942852,39.79989946231435,26.30390926554014,81.92805371041499,12.205357436037803,34.475919037969454,5.1310655803244245,0.721,-0.109,89.83,AutoCAD
34.842458829082986,14.83471829961195,18.15128021512718,0.0,80.63088396358474,25.18742909705641,28.57791710928676,13.916282927880495,38.644235143459866,57.298546368274906,0.844,0.068,79.68,E-Commerce
12.803455544807136,27.416064425006706,79.7172604708824,33.56470365482093,36.66679604873748,48.58641791574914,1.8037621679385403,58.62505762189821,11.707082757510957,23.443396272282857,0.603,0.191,77.27,Programming
43.53037036213156,81.6365169763042,24.34962189537693,18.995257596505656,1.3169400333137524,60.4044891816563,27.522938326565964,0.0,63.27694117853538,35.67246287586161,0.422,0.217,66.23,Content Writing
21.819839922116955,6.401534945523306,80.86380684235789,11.518547470207277,45.34380152811215,32.31388508473024,29.425001201408094,50.399418121404594,39.86748828007063,25.92292144264477,0.752,-0.133,100.0,Programming
23.907885635886476,22.936040781881758,32.78702787696688,11.873766400791528,30.52406616852041,26.23929149053636,16.87941018074004,28.750086820554873,46.378373897032084,71.56641712473296,0.637,0.438,80.67,WordPress
29.048554285078303,27.651789131651753,96.95546385819748,20.0461086738231,45.090130929880054,18.507639345781044,4.047489983008768,55.51675562169269,46.564081689778384,31.741519505802223,0.572,0.204,61.14,Programming
25.82036373027489,24.69293895015776,38.32332568860924,33.891632963134,49.91029674254535,12.264998236466678,60.20866259379961,36.30146462091304,51.13998114357395,81.107959387821,0.703,0.168,67.74,WordPress
68.83160597331263,45.30468089273353,32.30495390661931,0.0,37.36462722429571,38.04640831234011,26.518906425201372,26.467481137360277,37.843956755733345,12.595577705489841,0.534,0.501,61.3,Graphic Design
22.15753598073602,9.406046406220732,23.51384053725488,62.32834603956819,52.13275977547133,4.7335702702175295,18.738368480097524,22.58105479665481,49.53380848722661,2.531512670049251,0.945,0.378,78.09,Freelancing
55.89755859776522,2.4025249430132884,37.93368118961934,24.1701591530602,31.127487187489876,0.0,92.76196809293282,24.184054911720125,54.14317360018961,10.847575217151892,0.834,0.078,83.12,AutoCAD
43.64450921522817,38.71040362554,40.94132753759516,20.065320823256112,26.596605882700047,5.666294596366632,81.2914953036218,30.872932638534515,16.406353197839714,22.37963701431927,0.689,0.581,75.31,AutoCAD
1.45536964793855,76.1393514392602,30.629073644032932,22.390503715472015,26.41660280852852,35.200659761860365,31.61625914604885,39.72114230519341,61.65868589178589,34.5867288785043,0.841,0.291,67.78,Content Writing
60.65310655597125,35.967318368822774,17.01889141754416,5.856326877241784,2.2292387654019397,31.79951479598536,20.564895468395914,50.10223051767451,60.57769328509176,41.19514473252806,0.706,-0.043,94.7,Graphic Design
31.24121576841455,15.884976268674174,94.0195722904543,42.439489804847376,16.209654321913014,21.348643599360912,49.84404920869976,45.66346352614414,21.393247801498976,32.85944101437544,0.729,-0.094,97.87,Programming
26.25136615383954,4.712229623375855,65.85343166064742,39.87065110076821,42.85989208344979,37.84340432208589,15.355149650031338,70.41771963665356,13.596992283717071,39.33756414535058,1.0,0.048,81.11,Data Analytics
31.052746957593236,37.851706706874076,79.83825745836089,48.44283283621709,38.879390772013046,11.289403299052008,35.60029095860551,50.63293425282162,16.10280782350587,25.032380815761936,0.997,0.449,74.04,Programming
26.752280798155365,11.9079763801792,35.50601802020976,43.5751780414208,42.93894248425666,66.7952912157188,45.5471141747243,12.842089564116165,11.983350544616364,52.620634237171956,0.77,0.016,62.83,QuickBooks
95.8014293615646,38.894407197852246,19.364867938464926,36.325451797180676,34.15785762502366,3.1948871179950835,51.150906851961,32.23965192643712,42.87410644216609,15.19029378307704,0.361,0.126,85.08,Graphic Design
47.93417423657429,42.50623876019428,14.488252427696809,33.388344986653934,39.21606806651995,20.539498377210748,68.74876162907421,14.769228666004105,13.514522474934099,39.34650552955263,0.533,0.499,75.7,AutoCAD
23.734398075128624,16.424679409475093,39.76865074488724,14.739155590497035,13.423731705895893,36.65578701623945,78.52248878245825,11.342946528584433,13.996784986870205,24.13025743410145,0.795,0.504,85.12,AutoCAD
10.52876729487331,20.920255356681196,65.57415028015302,8.647794798806874,7.793572375965233,16.117880220551108,30.81306766876142,77.28702845218035,39.02614049022289,28.261531117894055,0.728,0.105,83.38,Data Analytics
76.59836045543622,21.409896742554103,24.348020535434472,20.65964691146914,26.7565022656253,17.52768732291884,37.33696259273651,23.749709265801243,27.167100379427623,28.202477535949754,0.732,-0.015,68.78,Graphic Design
70.78566023989488,44.27727825911987,24.990614745823763,35.68003492038922,23.8710394732563,35.813397980627414,20.346018078054538,20.176989416901943,51.69690865456914,29.245826953294376,0.803,0.465,76.69,Graphic Design
14.530891866069645,52.26716157741919,21.118890699171587,31.826154468395824,46.79621211229833,9.509014025562633,23.71113679163966,16.512570086635478,76.76420201259788,17.965951216035158,0.699,-0.091,69.9,Digital Marketing
72.34744503800728,39.11296814943303,21.435044803502798,18.43964878588951,0.0,15.989611396367277,50.88600220345904,47.32871257565894,42.485617619328536,32.534018424357605,0.605,0.064,100.0,Graphic Design
14.444082667409367,69.35712591780027,14.091448666829514,23.445942222399722,31.0827721903957,38.40948333690954,43.58395699607951,35.28944788230127,60.641470366347576,43.68606944043411,0.89,0.219,64.36,Content Writing
20.70315895806317,43.465669210536404,35.934123877369885,22.65659889570162,69.89072224841111,25.56080556953869,34.59830979193684,20.938425448166416,44.38736364931874,51.63254868048112,0.85,0.266,68.51,E-Commerce
62.2086227454426,38.33535957041099,29.060475064468626,8.353950513362054,8.510262079080341,28.2339648767049,46.16420035778982,42.23700338204611,47.38770263080998,31.70186361882724,0.687,-0.027,70.9,Graphic Design
7.971820004765008,42.37560365352691,29.787149533262134,89.86627999838039,30.34118965453098,0.0,35.03345027715727,35.56701735672737,63.16132021017022,38.438567461203895,0.522,0.152,79.0,Freelancing
56.510170701691486,15.351739259532016,36.6169089704667,23.60291240678903,5.078901323524178,40.84592973661978,21.190838083142793,39.40030518202594,31.17425158169805,56.01892504607246,0.866,-0.006,64.04,WordPress
33.51772663601497,54.412299156941785,35.429214759253775,86.32798579836063,40.16009515032153,43.835372348046256,10.242284003530646,6.7116724722959376,37.08484546907579,33.0915716375391,0.387,-0.04,70.82,Freelancing
31.42615349456355,26.425085555129414,30.261426314920726,34.31361794588295,35.961396932505004,6.061367425097061,70.46022303573717,0.0,32.89148334074096,32.96247355528,0.508,0.124,67.13,AutoCAD
16.40094074521508,75.06773689107098,39.76715166238874,35.66246885452715,16.627443450476633,18.513339675837702,15.682555609376594,18.431415621773958,34.80718811381353,26.29548718122038,0.647,0.201,67.4,Content Writing
73.72288068707311,29.55051752514762,23.799788059447096,29.932358929403467,10.264912801552082,0.0,33.47878685924148,46.87964832735951,50.1935036076073,37.678978699958996,0.368,0.221,60.35,Graphic Design
32.18283590118827,66.49828054482418,67.1758602577036,25.70180132921515,28.051731043461984,35.05978380793203,49.42275674233265,16.379535306191148,30.266136189979374,41.96560864510333,0.765,0.146,87.87,Content Writing
20.959406802915268,76.14524527624451,22.401505854753736,31.42601439732366,20.63216130194573,55.42613659919333,12.785899336954321,0.0,50.93608298894013,55.69107455560781,0.584,0.149,69.75,Content Writing
68.53027437886617,32.18245352605857,29.430764035023905,19.8819743901286,38.823657288548034,39.30328826735926,30.7049794877486,8.119532166948346,49.566410294711304,13.818572257260042,0.84,0.514,78.97,Graphic Design
19.44675704818569,42.231730799218475,5.306710737844469,42.80673445135058,71.37465972304086,20.090031809160276,15.276282699550078,21.1695838048411,70.92570906135539,28.420168512352937,0.736,0.159,68.79,E-Commerce
21.95141579962619,20.326047772389604,79.85236796583187,40.046859030723866,23.90410664497884,35.75659151795621,37.77344923437865,49.137302912151235,31.196205874177146,30.340160309131463,0.485,-0.29,70.4,Programming
36.13742400371549,11.48647681527208,62.90704143253105,28.841399948212555,50.838285541068736,0.0,20.566665854811234,74.86543422622498,27.506067062233008,37.75211508598112,0.791,0.342,83.01,Data Analytics
